file,sent_idx,term,sentence,suggestion
2009 - peppol.txt,1469,reliable,The PEPPOL infrastructure is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure to use.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1469,secure,The PEPPOL infrastructure is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure to use.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1509,reliable,2009) Requirement Transport mechanisms between party’s addresses MUST be reliable.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1516,secure,Requirement Transport mechanisms between party’s addresses MUST be secure.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1604,efficient,The main idea of OWL is to support an efficient representation of ontologies as well as the support of decision procedures.,"Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2009 - peppol.txt,1620,simple,national scope of pilot implementations The European Service Provider and the VCD Service Provider serve cross-border submission of evidences via the VCD packages (simple / advanced / network).,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,1695,simple,"VCD simple package: Establishment of a VCD system which consist of VCD services, hosted by a VCD service provider.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,1697,simple,VCD simple package defines the structure of a package with regard to types of data.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,1757,easy,"Nevertheless we will start to develop common representations (context specific data) for evidences that have an, easy structure, low quantity of contents and marginal variances in their contents.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,1777,reliable,5.2.3 Opportunities for a VCD in public procurement A major point of discussion in the domain is a sustainable and reliable long-term vision for exchanging attestations among Member States.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1800,reliable,"In this respect the VCD should support current practices in exchanging evidence in the P e n d i n g short-run and lead towards smooth, reliable and sustainable exchange of electronic evidence among Member States in the long-run.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1986,simple,Different stages have been identified to denote diffe rent level of maturity of a VCD-package: • pre-VCD mapping (Stage1) • VCD simple package (Stage2) • VCD advanced package (Stage3) E C • VCD network package (Stage4) VCD lifecycle The VCD lifecycle describes the different states a VCD-package can have.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,2067,simple,"Yes E C No, under certain conditions this is not necessary No Please clarify conditions ____________________________________________________________________________ _________________________________________________________________ a p p r o v a l Would it be sufficient if the VCD provides a translation of key data about a supplier extracted from certificates and attestation and to use pre-defined code lists for simple entries in the body of an attestation, for example in criminal records there is typically an entry saying something lik e “nothing” ,“none” or “empty”?","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - video search.txt,50,efficient,The software aims to help the user by providing a simple interface and a more efficient way of finding the video they require.,"Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2009 - video search.txt,50,simple,The software aims to help the user by providing a simple interface and a more efficient way of finding the video they require.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - video search.txt,126,simple,We decided on this type of interface because we felt that it would be very simple for the user to navigate.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - video search.txt,128,simple,With all these features complied into one screen it will give the software more flexibility and allows for easy and simple usage.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - video search.txt,128,easy,With all these features complied into one screen it will give the software more flexibility and allows for easy and simple usage.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - warc III.txt,13,simple,"This project has delivered a core software library called “libwarc” and a set of end user command line tools, extensions to existing tools, and simple web applications for accessing WARC content.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - warc III.txt,16,robust,"Together, these deliverables are known as “WARC Tools” and are available as free software, here: http:// code.google.com/p/warc-tools/ In parallel, Hanzo have developed an extension to WARC Tools that provides full-text and metadata search of WARC files, known as “Search Tools”, which is also available as free software, here: http:// code.google.com/p/search-tools/ Together, these projects provide a compelling implementation of the WARC standard, and provide a robust engineering foundation for further development of tools and applications centred around WARC files and their usage.","Specify failure modes and recovery time, e.g., 'recovers within 5s after transient failure'."
2009 - warc III.txt,53,easy,NFR 8 — The tools shall provide enhanced usability by providing easy to adapt shell script wrappers for the major commands NFR 9 — It shall be possible to operate the tools in modes that restrict their effects to selected collection subsets.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - warc III.txt,71,simple,It should be noted that libwarc and WARC Tools in general have been implemented to deal with very large scale operations by ensuring all functionality is performed with minimal memory usage and performed atomically by simple tools in the style of UNIX.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - warc III.txt,95,easy,FR 10 — The ARC to WARC migration should be able to run on multiple machines that will be easy to deploy.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - warc III.txt,96,simple,This may be achieved by using a simple messaging infrastructure.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - warc III.txt,134,simple,"FR 24 -- Repackaging will allow pre and post record, file and job operations FR 24.1 -- Pre operation can prevent a file or record being processed by returning value Options will specify a number of filters, based on URL, timestamp, WARC metadata, etc., using both simple and advanced regex mode (similar to ‘‘grep -e’’).","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - blit draft.txt,2762,reliable,This effort will ensure System Integrity/Reliability by developing a system that is reliable and low maintenance including security and confidentiality requirements as dictated by HIPAA and FDA regulatory standards.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2010 - blit draft.txt,2767,efficient,"This project is limited in scope to the enhancements and defects that are critical in the severity level that is the issues that cause great burden to the system users and the enhancements in system architecture, which will facilitate efficient growth of [system name] and the [company name] business, will fall under the purview of this project scope.","Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2010 - gparted.txt,83,simple,"https://sourceforge.net/projects/gparted/files/gparted‐live‐testing/ GParted uses GNU Parted as a backend, and aims at keeping the GUI as simple as possible, so it does not become a hindrance to the overall casual user experience.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - home 1.3.txt,55,simple,"3.2.1.3 Although the general user is not familiar with the technical features of the DH system, he/she is familiar with the use of a web interface and can perform simple web operations (logging in and logging out, browsing web pages, and submitting information and requests via a web interface).","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - home 1.3.txt,153,reliable,"5.2 Reliability 5.2.1 The DigitalHome System must be highly reliable with no more than 1 failure per 10,000 hours of operation.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2010 - home 1.3.txt,161,reliable,"The DigitalHome web system shall provide for authentication and information encryption through a recognized reliable and effective security technology, such as Transport Layer Security.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2010 - split merge.txt,47,secure,"PDF is the most popular file format for secure, dependable electronic information exchange.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2010 - split merge.txt,50,simple,The purpose of this project is to provide an easy way to handle pdf files efficiently and free through a simple graphical interface.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - split merge.txt,50,easy,The purpose of this project is to provide an easy way to handle pdf files efficiently and free through a simple graphical interface.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2010 - split merge.txt,87,user friendly,General users who can use the software to cover specific needs: − People of all age groups without much experience because the PDFsam interface is pleasant and user friendly and its functions are relatively simple.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2010 - split merge.txt,87,simple,General users who can use the software to cover specific needs: − People of all age groups without much experience because the PDFsam interface is pleasant and user friendly and its functions are relatively simple.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - split merge.txt,212,user friendly,3.5.1 Description Users want an easy way to manipulate specific pages of a pdf document through a user friendly graphical interface with simple functions.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2010 - split merge.txt,212,simple,3.5.1 Description Users want an easy way to manipulate specific pages of a pdf document through a user friendly graphical interface with simple functions.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - split merge.txt,212,easy,3.5.1 Description Users want an easy way to manipulate specific pages of a pdf document through a user friendly graphical interface with simple functions.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2010 - split merge.txt,233,user friendly,3.6.1 Description Users can combine multiple pdf documents in a single pdf document through a user friendly graphical interface with simple utilities.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2010 - split merge.txt,233,simple,3.6.1 Description Users can combine multiple pdf documents in a single pdf document through a user friendly graphical interface with simple utilities.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - split merge.txt,279,simple,External Interface Requirements 4.1 User Interfaces - GUI The PDFsam GUI is a simple designed user interface which loads all the plugins that constitute the basic functions of the program.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2010 - split merge.txt,301,user friendly,5.4 Software Quality Attributes This application provides a pleasant and user friendly graphical interface with relatively simple functions.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2010 - split merge.txt,301,simple,5.4 Software Quality Attributes This application provides a pleasant and user friendly graphical interface with relatively simple functions.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
