acronym,expansion,file,sent_idx,sentence
CO,Computer Opponent,1999 - multi-mahjong.txt,2,Maintainer: Michael Hart (mwhart) Version Control: $Revision: 2.1 $ $Date: 1999/08/16 12:00:44 $ Table Of Contents Introduction The Existing Logical System The Proposed Logical System 3.1 Data Flow Diagrams (DFDs) 3.2 Data Dictionary Functional Requirements 4.1 The MultiMahjongServer 4.2 Beginning the Game 4.3 Playing the Game 4.4 Ending the Game 4.5 Computer Opponent (CO) Non-Functional Requirements 5.1 Nature of the Users 5.2 Error Handling 5.3 Implementation Constraints 5.4 Hardware Constraints 5.5 Performance Constraints 5.6 Security Requirements User Interface Requirements 6.1 User Interface - MultiMahjongServer 6.2 User Interface - MultiMahjongClient 6.3 Graphical User Interface - MultiMahjongClient Document/Training Requirements 7.1 MultiMahjongServer Documentation 7.2 MultiMahjongClient Documentation 7.3 Coding and Design Documentation Acceptance Criteria Examples of Behaviour 9.1 Beginning the Game 9.2 Playing the Game 9.3 Ending the Game Glossary Customer Sign-Off Table Of Figures Figure 3.1.1 - Level 0 DFD of the MultiMahjong System Figure 3.1.2 - Level 1 DFD of the MultiMahjong System Figure 6.3.1 - Draft of the Proposed Main Window 1.
GUI,Graphical User Interface - MultiMahjongClient The graphical user interface,1999 - multi-mahjong.txt,172,6.3 Graphical User Interface - MultiMahjongClient The graphical user interface (GUI) described below only applies to the MultiMahjongClient program.
SQAP,Software Quality Assurance Plan,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
SRS,Software Requirements Specification,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
SADD,Software Architectural Design Document,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
SDD,Software Design Document,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
SVVP,Software Verification & Validation Plan,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
TP,Test Plan,1999 - multi-mahjong.txt,208,7.3.3 The documentation includes: 7.2.3.1 SQAP (Software Quality Assurance Plan) 7.2.3.2 SRS (Software Requirements Specification) 7.2.3.3 SADD (Software Architectural Design Document) 7.2.3.4 SDD (Software Design Document) 7.2.3.5 SVVP (Software Verification & Validation Plan) and TP (Test Plan) 7.2.3.6 Source Code Level 2 Requirements: 7.2.4 The source code will be provided in hard copy format.
TCS,Tactical Control System,1999 - tcs.txt,0,"TCS 102Block 0 TCS102 Version 2.0 2/12/99 Tactical Control System (TCS) System/Subsystem Specification Prepared for: Program Executive Officer, Cruise Missiles Project and Unmanned Air Vehicles Joint Project Prepared by: Naval Surface Warfare Center-Dahlgren Division and Joint Technology Center/System Integration Laboratory, Research Development and Engineering Center, U.S."
RAID,Redundant Array Of Inexpensive Disks,1999 - tcs.txt,23,1.2.2.1 Software................................................................................................................2 1.2.2.2 Hardware...............................................................................................................2 1.2.3 Integration with Joint C4I Systems...............................................................................2 1.2.4 System Compliance......................................................................................................3 1.3 Document Overview.........................................................................................................4 CHAPTER 2 REFERENCED DOCUMENTS...................................................................5 2.1 Government Documents..................................................................................................5 2.2 Non-Government Documents..........................................................................................6 CHAPTER 3 ENGINEERING REQUIREMENTS.............................................................7 3.1 Required States And Modes............................................................................................8 3.1.1 Startup State................................................................................................................8 3.1.1.1 Normal Startup Mode............................................................................................9 3.1.1.2 Recovery Startup Mode.........................................................................................9 3.1.2 Operations State........................................................................................................10 3.1.2.1 Normal Operations Mode.....................................................................................10 3.1.2.2 Training Operations Mode...................................................................................11 3.1.2.3 Maintenance Operations Mode.............................................................................12 3.1.3 Shutdown State..........................................................................................................13 3.2 System Capability Requirements..................................................................................13 3.2.1 Mission Planning Function.........................................................................................13 3.2.1.1 Flight Route Planning Capability..........................................................................15 3.2.1.1.1 Map Display Task..........................................................................................16 3.2.1.2 Payload Planning Capability.................................................................................17 3.2.1.3 Communications Planning Capability....................................................................17 3.2.2 Mission Control And Monitoring Functions................................................................17 3.2.2.1 AV Control And Monitoring Capability................................................................18 3.2.2.1.1 AV Flight Control Task.................................................................................18 3.2.2.1.1.1 Flight Behavior Characteristics................................................................19 i 3.2.2.1.2 AV Navigation Control Task.........................................................................19 3.2.2.1.3 ADT Control Task.........................................................................................19 3.2.2.1.3.1 ADT Antenna Control.............................................................................19 3.2.2.1.3.2 ADT Transmitter And Receiver Control..................................................19 3.2.2.1.4 AV Launch/Recovery Task............................................................................19 3.2.2.1.4.1 Emergency Recovery...............................................................................19 3.2.2.1.5 AV Monitoring Task......................................................................................20 3.2.2.1.5.1 AV Monitoring Displays..........................................................................20 3.2.2.2 Payload Control And Monitoring Capability.........................................................20 3.2.2.2.1 Payload Control Task....................................................................................21 3.2.2.2.2 Payload Monitoring Task...............................................................................21 3.2.2.2.2.1 Payload Monitoring Displays...................................................................21 3.2.2.3 Data Terminal Control And Monitoring Capability...............................................21 3.2.2.3.1 Data Terminal Control Task...........................................................................21 3.2.2.3.1.1 Antenna And Pedestal Control.................................................................22 3.2.2.3.1.2 Transmitter And Receiver Control...........................................................22 3.2.2.3.2 Data Terminal Monitoring Task.....................................................................22 3.2.3 Payload Product Management Function......................................................................23 3.2.3.1 Payload Product Processing Capability.................................................................23 3.2.3.2 Payload Product Display Capability......................................................................23 3.2.3.3 Payload Product Exploitation Capability..............................................................24 3.2.4 Targeting Function.....................................................................................................24 3.2.4.1 Target Coordinate Development Capability..........................................................24 3.2.4.2 Target Accuracy Estimation Capability.................................................................24 3.2.5 C4I System Interface Function...................................................................................25 3.2.5.1 C4I Interface Control Capability..........................................................................26 3.2.5.1.1 C4I Digital Interface Control Capability.........................................................26 3.2.5.1.2 C4I Analog Interface Control Capability........................................................26 3.2.5.2 C4I Interface Data Processing Capability.............................................................27 3.2.5.2.1 C4I Digital Interface Data Processing Capability............................................27 3.2.5.2.2 C4I Analog Interface Data Processing Capability...........................................27 3.2.5.3 C4I Interface Monitoring Capability.....................................................................27 3.2.6 AV Maintenance Function..........................................................................................28 3.2.7 Payload Maintenance Function...................................................................................28 3.2.8 Data Terminal Maintenance Function.........................................................................28 3.2.9 Workstation and Peripheral Equipment Maintenance Function....................................28 3.2.10 Fault Detection/Location Function...........................................................................28 3.2.10.1 Startup FD/L.....................................................................................................28 3.2.10.2 Periodic FD/L....................................................................................................29 3.2.10.3 Extensive FD/L..................................................................................................29 3.2.11 Software Upgrade Function......................................................................................29 3.2.12 Software Debug and Monitoring Function................................................................30 3.3 System External Interface Requirements......................................................................30 ii 3.3.1 Interface Identification...............................................................................................30 3.3.1.1 TCS to C4I..........................................................................................................30 3.3.1.1.1 TCS to ASAS...............................................................................................32 3.3.1.1.2 TCS to JSTARS GSM..................................................................................32 3.3.1.1.3 TCS to JMCIS..............................................................................................32 3.3.1.1.4 TCS to JSIPS-N...........................................................................................32 3.3.1.1.5 TCS to AFATDS..........................................................................................32 3.3.1.1.6 TCS to JSIPS-AF.........................................................................................32 3.3.1.1.7 TCS to CARS...............................................................................................32 3.3.1.1.8 TCS to CCTV..............................................................................................33 3.3.1.1.9 TCS to Service Mission Planners..................................................................33 3.3.1.1.9.1TCS to Army Mission Planning System....................................................33 3.3.1.1.9.2TCS to Air Force Mission Support System...............................................33 3.3.1.1.9.3TCS to Tactical Aircraft Mission Planning System....................................33 3.3.1.1.10 TCS to GCS/ACS IPF................................................................................33 3.3.1.1.11 TCS to JDISS.............................................................................................33 3.3.1.1.12 TCS to TES.................................................................................................33 3.3.1.1.13 TCS to IAS................................................................................................34 3.3.1.1.14 TCS to ATHS.............................................................................................34 3.3.1.1.15 TCS to ATWCS.........................................................................................34 3.3.1.1.16 TCS to TROJAN SPIRIT II........................................................................34 3.3.1.1.17 TCS to TBMCS..........................................................................................34 3.3.1.1.18 TCS to MIES.............................................................................................34 3.3.1.1.19 TCS to ETRAC..........................................................................................34 3.3.1.1.20 TCS to COMPASS.....................................................................................34 3.3.1.1.21 TCS to TEG................................................................................................35 3.3.1.2 TCS to DT Control.............................................................................................35 3.3.1.3 TCS to Printer....................................................................................................35 3.3.1.4 External Data Storage Systems............................................................................36 3.3.1.5 TCS to External Power.......................................................................................36 3.3.1.6 TCS to Geopositional Data.................................................................................37 3.4 System Internal Interface Requirements......................................................................37 3.4.1 AV Standard Interface...............................................................................................39 3.4.2 Real Time Processor..................................................................................................39 3.4.2.1 Distributed Processing.........................................................................................39 3.4.3 SAR Processor...........................................................................................................39 3.4.4 Intercom....................................................................................................................39 3.4.5 VCR..........................................................................................................................40 3.4.6 Printer........................................................................................................................40 3.4.7 Data Storage Devices.................................................................................................40 3.4.7.1 CD Drive.............................................................................................................40 3.4.7.2 Tape Drive...........................................................................................................40 3.4.7.3 Redundant Array Of Inexpensive Disks (RAID)...................................................41 iii 3.4.8 Uninterruptible Power................................................................................................41 3.5 System Internal Data Requirements.............................................................................41 3.6 Adaptation Requirements..............................................................................................41 3.7 Safety Requirements......................................................................................................41 3.7.1 Air Vehicle Safety......................................................................................................41 3.7.2 Human Safety............................................................................................................42 3.7.3 System Safety And Health Hazard Assets...................................................................42 3.8 Security And Privacy Requirements.............................................................................42 3.8.1 Computer Security.....................................................................................................42 3.8.2 Communications Security...........................................................................................43 3.8.3 Physical Security........................................................................................................43 3.8.4 Personnel Security......................................................................................................43 3.8.5 Privacy Requirements.................................................................................................43 3.9 System Environment Requirements..............................................................................43 3.10 Resource Requirements...............................................................................................44 3.10.1 Hardware Requirements...........................................................................................44 3.10.1.1 Performance.......................................................................................................44 3.10.1.2 Mass Storage.....................................................................................................44 3.10.1.3 Power................................................................................................................44 3.10.2 Hardware Resource Utilization Requirements...........................................................45 3.10.3 Computer Software Requirements............................................................................45 3.10.3.1 Display...............................................................................................................46 3.10.4 Computer Communication Requirements..................................................................46 3.11 System Quality Factors................................................................................................47 3.11.1 Functionality............................................................................................................47 3.11.2 Reliability.................................................................................................................47 3.11.3 Maintainability.........................................................................................................47 3.11.4 Availability...............................................................................................................48 3.11.5 Flexibility.................................................................................................................48 3.11.6 Portability................................................................................................................48 3.11.7 Reusability...............................................................................................................49 3.11.8 Testability................................................................................................................49 3.11.9 Usability...................................................................................................................49 3.12 Design And Construction Constraints........................................................................49 3.12.1 Documentation.........................................................................................................49 3.12.2 Materials..................................................................................................................50 3.12.3 Electromagnetic Radiation........................................................................................50 3.12.4 Software..................................................................................................................50 3.12.5 Hardware.................................................................................................................51 3.12.6 Responsiveness........................................................................................................51 3.12.7 Endurance................................................................................................................51 3.13 Personnel-Related Requirements................................................................................51 3.13.1 Human Factors Engineering (HFE)...........................................................................51 iv 3.14 Training Related Requirements..................................................................................54 3.15 Logistics-Related Requirements..................................................................................55 3.15.1 Transportability........................................................................................................56 3.15.1.1 Ground..............................................................................................................56 3.15.1.2 Air.....................................................................................................................56 3.15.1.3 Sea....................................................................................................................57 3.15.1.4 Rail....................................................................................................................57 3.15.1.5 Preparation Time...............................................................................................57 3.16 Other Requirements.....................................................................................................57 3.17 Packaging Requirements.............................................................................................57 3.18 Precedence And Criticality Of Requirements.............................................................57 4.0 QUALITY ASSURANCE PROVISIONS .................................................................59 4.1 Responsibility for Inspections.......................................................................................59 4.2 Special Tests and Examinations...................................................................................59 4.2.1 Government Verification...........................................................................................59 4.2.2 Integrated Test Program............................................................................................60 4.3 Requirements Cross-Reference.....................................................................................60 APPENDIX A: REQUIREMENTS TRACEABILITY MATRIX ........................................62 APPENDIX B: MAE APPLICABLE CAPABILITY CRITERIA AND CHARACTERISTICS....................................................................................................99 APPENDIX C: CR-TUAV APPLICABLE CAPABILITY CRITERIA AND CHARACTERISTICS...................................................................................................116 v Figures FIGURE 3.1-1 TCS STATE DIAGRAM................................................................................................................8 FIGURE 3.1.1-1 TCS STARTUP STATE AND ASSOCIATED MODES DIAGRAM...........................................9 FIGURE 3.
