file,smell,sentence
1995 - gemini.txt,Ambiguity,Each of the Gemini Controls work packages will be involved with some aspect of EPICS development ranging from creation of new device drivers to database creation and the design of new CA clients.
1995 - gemini.txt,Ambiguity,USER REQUIREMENTS FOR EPICS DEVELOPERS The details of the EPICS work required can be broken down into several broad cate- gories which reflect the nature of the various work packages.
1995 - gemini.txt,Incompleteness,"• Host-based Development Tools (CAPFAST, EDD, etc.)"
1995 - gemini.txt,Incompleteness,"USER REQUIREMENTS FOR EPICS DEVELOPERS For the purposes of work performed for the Gemini 8-m Telescopes Project the following definitions will be used to differentiate between the two flavors of EPICS development work: Internals work would include any of the following: • Channel Access - Client and Server Software, Scanners, Monitors • Record Support, Device Support, and Device Drivers • Host-based Development Tools (CAPFAST, EDD, etc.)"
1995 - gemini.txt,Ambiguity,The following sections list those that would be commonly used.
1995 - gemini.txt,Ambiguity,"Typically, each CAT has 1 or 2 developers, and the major focus is not on the IOC software although some new records, like the Multichannel Analyser, have been created, but rather on the OPI CA client applications."
1995 - gemini.txt,Ambiguity,This mechanism requires that some (unknown to the source) target subsystem has been attached to the channel as the target.
1995 - gemini.txt,Ambiguity,C.Broadcast: Some commands and data signals are simply broadcast across the control sys- tem.
1995 - gemini.txt,Incompleteness,GetConfiguration Detailed configuration information is provided.
1995 - gemini.txt,Incompleteness,"This configuration information includes details of any settingsinternal configurations (filters, positions, etc.)"
1995 - gemini.txt,Incompleteness,DATA COMMUNICATIONS SetConfiguration This command directs the downloading of a configuration from the host to the target subsystem.
1995 - gemini.txt,Incompleteness,"It is important that care be taken to avoid configura- tion values that would result in motion, etc."
1995 - gemini.txt,Ambiguity,The individual self- tests are specific to the subsystem and are given in the appropriate Work Package Description.
1995 - gemini.txt,Incompleteness,Detailed results of self-tests are available through the GetConfiguration command.
1995 - gemini.txt,Ambiguity,OpenRouteA route of the indicated class is being established for some item.
1995 - gemini.txt,Ambiguity,The command includes sufficient information on the route to permit the IOC to communi- cate through the route.
1995 - gemini.txt,Ambiguity,Modules at either end of the channel are notified and take appropriate action.
1995 - gemini.txt,Incompleteness,SetCallback A callback is established to process data across the indicated route.
1995 - gemini.txt,Ambiguity,"LocateItemIf the IOC local database contains the requested item, it responds with an identification sufficient for establishing a route to that item."
1995 - gemini.txt,Ambiguity,SetEventAn event is established as a monitor of some database entry.
1995 - gemini.txt,Ambiguity,Appropriate changes to that entry are to result in the indicated event being transmitted.
1995 - gemini.txt,Ambiguity,Time synchronization is commonly required among control subsystems.
1995 - gemini.txt,Ambiguity,These commands are to permit appropriate time synchronizations.
1995 - gemini.txt,Ambiguity,TBD COMMAND IMPLEMENTATION Some subsystems may need to obtain information from other systems within the Gemini control system.
1995 - gemini.txt,Incompleteness,TBD COMMAND IMPLEMENTATION Some subsystems may need to obtain information from other systems within the Gemini control system.
1995 - gemini.txt,Ambiguity,"For example, a typical command might be: Ident={ID=314159 Source=Operator_Console Target=BROADCAST} Instruction=ShutDown Details of the implementation are the province of the OCS work package developers, who are responsible for providing procedures for constructing/deconstructing/routing command strings."
1998 - themas.txt,Ambiguity,"Some other processes that help the monitor temperature function are: validate temperature, change thermostat setting, generate alarm, and system initialization."
1998 - themas.txt,Vagueness,This function is mainly for the use of the supervisor of the THEMAS system to maintain an efficient heating and cooling system.
1998 - themas.txt,Ambiguity,3.1.1.5.4 Outputs Operational Parameters 3.1.1.6 Establish Valid Temperature Range (SRS-006) 3.1.1.6.1 Introduction The THEMAS system shall only respond to temperatures that are within a reasonable value.
1998 - themas.txt,Ambiguity,"If the settings reflect a need for a heating or cooling unit to be turned on, the process shall issue a request to turn on the appropriate unit."
